frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,tcp.len
"0.000000000","172.16.69.226","195.154.9.161","37405","443","6","1057"
"0.004219000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.612230000","195.154.9.161","172.16.69.226","443","37405","6","543"
"0.612261000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.612325000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.612334000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.612469000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.612476000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.615006000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.615021000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.615062000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.615066000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.615111000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.615116000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.615597000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.616027000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.650122000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.650579000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.650588000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.660035000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.660239000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.661806000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.661818000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.700490000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.741148000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.741172000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.741220000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.741226000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.741261000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.741266000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.742674000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.742684000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.742741000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.742746000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.743590000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.743600000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.743649000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.743790000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.743799000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.745034000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.745920000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.745950000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.748223000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.748234000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.748240000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.774831000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.774848000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.774856000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.774895000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.774898000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.774902000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.775159000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.776197000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.784245000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.784258000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.784265000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.865303000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.865499000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.865515000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.865568000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.865898000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.865905000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.866650000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.867129000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.867139000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.867205000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.868226000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.868235000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.868855000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.869333000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.869342000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.869398000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.870433000","195.154.9.161","172.16.69.226","443","37405","6","1329"
"0.870442000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.870615000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.870708000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.991459000","195.154.9.161","172.16.69.226","443","37405","6","1086"
"1.028177000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.203649000","172.16.69.226","195.154.9.161","37405","443","6","1460"
"1.203763000","172.16.69.226","195.154.9.161","37405","443","6","111"
"1.204203000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.204212000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.739655000","195.154.9.161","172.16.69.226","443","37405","6","543"
"1.739680000","172.16.69.226","195.154.9.161","37405","443","6","0"
