frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,tcp.len
"0.523882000","172.16.69.226","216.58.216.196","53853","443","6","46"
"0.523984000","216.58.216.196","172.16.69.226","443","53853","6","0"
"0.527945000","216.58.216.196","172.16.69.226","443","53853","6","0"
"0.559652000","172.16.69.226","216.58.216.196","53853","443","6","977"
"0.559913000","216.58.216.196","172.16.69.226","443","53853","6","0"
"0.600530000","172.16.69.226","216.58.216.67","35652","443","6","0"
"0.609006000","216.58.216.196","172.16.69.226","443","53853","6","87"
"0.609019000","216.58.216.196","172.16.69.226","443","53853","6","46"
"0.609220000","172.16.69.226","216.58.216.196","53853","443","6","0"
"0.609326000","172.16.69.226","216.58.216.196","53853","443","6","46"
"0.609425000","216.58.216.196","172.16.69.226","443","53853","6","0"
"0.625932000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.627837000","216.58.216.67","172.16.69.226","443","35652","6","0"
"0.627882000","172.16.69.226","216.58.216.67","35652","443","6","0"
"0.632518000","172.16.69.226","216.58.216.67","35652","443","6","189"
"0.632959000","216.58.216.67","172.16.69.226","443","35652","6","0"
"0.651428000","216.58.216.78","172.16.69.226","443","34648","6","0"
"0.651457000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.651899000","216.58.216.67","172.16.69.226","443","35652","6","1418"
"0.651906000","172.16.69.226","216.58.216.67","35652","443","6","0"
"0.652239000","172.16.69.226","216.58.216.78","34648","443","6","189"
"0.652295000","216.58.216.67","172.16.69.226","443","35652","6","1418"
"0.652309000","172.16.69.226","216.58.216.67","35652","443","6","0"
"0.652353000","216.58.216.78","172.16.69.226","443","34648","6","0"
"0.652705000","216.58.216.67","172.16.69.226","443","35652","6","1082"
"0.652712000","172.16.69.226","216.58.216.67","35652","443","6","0"
"0.661698000","172.16.69.226","216.58.216.67","35652","443","6","126"
"0.662375000","216.58.216.67","172.16.69.226","443","35652","6","0"
"0.672065000","172.16.69.226","216.58.216.67","35652","443","6","157"
"0.672174000","216.58.216.78","172.16.69.226","443","34648","6","1418"
"0.672184000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.672213000","216.58.216.67","172.16.69.226","443","35652","6","0"
"0.672595000","216.58.216.78","172.16.69.226","443","34648","6","1418"
"0.672603000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.672640000","216.58.216.78","172.16.69.226","443","34648","6","1082"
"0.672645000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.681592000","216.58.216.67","172.16.69.226","443","35652","6","246"
"0.681606000","216.58.216.67","172.16.69.226","443","35652","6","56"
"0.683905000","216.58.216.67","172.16.69.226","443","35652","6","42"
"0.693550000","172.16.69.226","216.58.216.78","34648","443","6","126"
"0.695135000","172.16.69.226","216.58.216.67","35652","443","6","38"
"0.695218000","216.58.216.78","172.16.69.226","443","34648","6","0"
"0.695353000","172.16.69.226","216.58.216.78","34648","443","6","157"
"0.695426000","216.58.216.67","172.16.69.226","443","35652","6","0"
"0.695431000","216.58.216.78","172.16.69.226","443","34648","6","0"
"0.701197000","216.58.216.67","172.16.69.226","443","35652","6","38"
"0.711893000","216.58.216.78","172.16.69.226","443","34648","6","246"
"0.711908000","216.58.216.78","172.16.69.226","443","34648","6","56"
"0.712115000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.712209000","172.16.69.226","216.58.216.78","34648","443","6","38"
"0.712555000","216.58.216.78","172.16.69.226","443","34648","6","0"
"0.713914000","216.58.216.78","172.16.69.226","443","34648","6","42"
"0.729469000","216.58.216.78","172.16.69.226","443","34648","6","38"
"0.729551000","172.16.69.226","216.58.216.78","34648","443","6","0"
"0.739886000","172.16.69.226","216.58.216.67","35652","443","6","0"
