frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,tcp.len
"1.338033000","173.194.46.81","172.16.69.226","443","55551","6","1418"
"1.338041000","173.194.46.81","172.16.69.226","443","55551","6","1418"
"1.338045000","172.16.69.226","173.194.46.81","55551","443","6","0"
"1.339678000","173.194.46.81","172.16.69.226","443","55551","6","1263"
"1.339688000","173.194.46.81","172.16.69.226","443","55551","6","46"
"1.339855000","172.16.69.226","173.194.46.81","55551","443","6","0"
"1.339939000","172.16.69.226","173.194.46.81","55551","443","6","46"
"1.342867000","173.194.46.81","172.16.69.226","443","55551","6","0"
"1.388035000","172.16.69.226","173.194.46.81","55551","443","6","788"
"1.388255000","173.194.46.81","172.16.69.226","443","55551","6","0"
"1.442119000","173.194.46.81","172.16.69.226","443","55551","6","47"
"1.442229000","173.194.46.81","172.16.69.226","443","55551","6","38"
"1.442358000","172.16.69.226","173.194.46.81","55551","443","6","0"
"1.442406000","173.194.46.81","172.16.69.226","443","55551","6","46"
"1.442478000","172.16.69.226","173.194.46.81","55551","443","6","46"
"1.442589000","173.194.46.81","172.16.69.226","443","55551","6","0"
"1.503923000","172.16.69.226","216.58.216.206","45746","80","6","0"
"1.504161000","216.58.216.206","172.16.69.226","80","45746","6","0"
