frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,tcp.len
"0.933917000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.001468000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.023753000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.023774000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.023815000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.029867000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.029886000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.036175000","195.154.9.161","172.16.69.226","443","37405","6","296"
"1.056822000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.056840000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.056879000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.057840000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.057851000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.058756000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.059154000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.059168000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.060445000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.060456000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.060461000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.060496000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.069235000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.069252000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.070171000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.070227000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.070394000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.070478000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.070485000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.087079000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.087516000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.087529000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.087818000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.096756000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.096774000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.096976000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.097088000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.097860000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.098211000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.098221000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.146749000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.147229000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.147237000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.149237000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.159269000","195.154.9.161","172.16.69.226","443","37405","6","1374"
"1.159290000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.542233000","172.16.69.226","195.154.9.161","37405","443","6","1460"
"1.542377000","172.16.69.226","195.154.9.161","37405","443","6","111"
"1.542465000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.542472000","195.154.9.161","172.16.69.226","443","37405","6","0"
"2.083609000","195.154.9.161","172.16.69.226","443","37405","6","543"
