frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,tcp.len
"0.848398000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.849849000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.849862000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.849915000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.850549000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.850649000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.850652000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.851198000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.851207000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.851262000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.851610000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.851618000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.852243000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.852357000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.852519000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.852528000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"0.852827000","195.154.9.161","172.16.69.226","443","37405","6","1416"
"0.852839000","172.16.69.226","195.154.9.161","37405","443","6","0"
"0.896809000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.899611000","195.154.9.161","172.16.69.226","443","37405","6","0"
"0.899624000","172.16.69.226","195.154.9.161","37405","443","6","543"
"0.901657000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.133983000","172.16.69.226","195.154.9.161","37405","443","6","1460"
"1.134058000","172.16.69.226","195.154.9.161","37405","443","6","111"
"1.134588000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.134597000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.140579000","195.154.9.161","172.16.69.226","443","37405","6","543"
"1.179566000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.262159000","195.154.9.161","172.16.69.226","443","37405","6","1086"
"1.262186000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.311908000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.311927000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.324922000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.324943000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.344777000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.344796000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.346524000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.346754000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.348954000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.349433000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.349441000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.351099000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.351596000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.354125000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.358975000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.359210000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.362476000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.364354000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.365514000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.366781000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.367607000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.367617000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.369488000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.383641000","195.154.9.161","172.16.69.226","443","37405","6","1006"
"1.387645000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.388654000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.394440000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.395489000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.395497000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.395706000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.484805000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.488430000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.488446000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.506461000","195.154.9.161","172.16.69.226","443","37405","6","1332"
"1.511811000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.512018000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.521893000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.523611000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.523622000","172.16.69.226","195.154.9.161","37405","443","6","543"
"1.524614000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.627622000","195.154.9.161","172.16.69.226","443","37405","6","543"
"1.667567000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.691623000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.731558000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.751609000","195.154.9.161","172.16.69.226","443","37405","6","1267"
"1.751824000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.759585000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.791632000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.791643000","172.16.69.226","195.154.9.161","37405","443","6","0"
"1.836055000","195.154.9.161","172.16.69.226","443","37405","6","1448"
"1.839080000","172.16.69.226","195.154.9.161","37405","443","6","1057"
"1.839537000","195.154.9.161","172.16.69.226","443","37405","6","0"
"1.914758000","195.154.9.161","172.16.69.226","443","37405","6","543"
"1.952337000","172.16.69.226","195.154.9.161","37405","443","6","0"
"2.038900000","195.154.9.161","172.16.69.226","443","37405","6","543"
"2.075569000","172.16.69.226","195.154.9.161","37405","443","6","0"
"2.159614000","195.154.9.161","172.16.69.226","443","37405","6","543"
"2.165268000","172.16.69.226","195.154.9.161","37405","443","6","543"
"2.165555000","195.154.9.161","172.16.69.226","443","37405","6","0"
